,GAME,DATE,AGE,TEAM,OPP,RESULT,MP,FG,FGA,FGP,THREE,THREEATT,THREEP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,GAME_SCORE,MINUS_PLUS
860,19,2014-12-08,29.343,CLE,BRK,W,33.54,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,18,14.2,20
861,20,2014-12-09,29.344,CLE,TOR,W,41.53,12,21,0.571,2,5,0.4,9,9,1.0,1,1,2,4,2,2,2,35,29.9,7
862,21,2014-12-12,29.347,CLE,NOP,L,37.37,17,24,0.708,2,2,1.0,5,8,0.625,0,5,5,5,0,1,2,41,33.1,-3
863,22,2014-12-15,29.35,CLE,CHO,W,40.18,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,27,26.9,16
864,23,2014-12-17,29.352,CLE,ATL,L,29.02,8,16,0.5,0,2,0.0,5,7,0.714,0,3,3,2,2,0,2,21,14.5,-18
865,24,2014-12-19,29.354,CLE,BRK,W,39.56,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,22,15.7,-5
866,25,2014-12-21,29.356,CLE,MEM,W,37.33,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,25,20.6,8
867,26,2014-12-23,29.358,CLE,MIN,W,34.38,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,24,18.8,22
868,27,2014-12-25,29.36,CLE,MIA,L,40.02,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,30,21.6,-9
869,28,2014-12-26,29.361,CLE,ORL,W,36.56,10,20,0.5,0,5,0.0,9,11,0.818,0,5,5,8,2,2,4,29,24.3,7
870,29,2014-12-28,29.363,CLE,DET,L,31.51,5,19,0.263,2,6,0.333,5,5,1.0,1,9,10,7,1,0,7,17,6.8,-17
871,30,2015-01-13,30.014,CLE,PHO,L,36.41,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,33,23.6,4
872,31,2015-01-15,30.016,CLE,LAL,W,38.02,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,36,28.0,15
873,32,2015-01-16,30.017,CLE,LAC,W,42.29,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,32,18.9,8
874,33,2015-01-19,30.02,CLE,CHI,W,36.16,12,23,0.522,0,3,0.0,2,3,0.667,1,4,5,4,0,0,6,26,11.4,16
875,34,2015-01-21,30.022,CLE,UTA,W,35.45,8,16,0.5,0,2,0.0,10,14,0.714,2,5,7,9,4,0,7,26,22.6,14
876,35,2015-01-23,30.024,CLE,CHO,W,26.37,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,25,28.5,31
877,36,2015-01-25,30.026,CLE,OKC,W,38.35,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,34,25.3,5
878,37,2015-01-27,30.028,CLE,DET,W,35.56,11,24,0.458,0,4,0.0,10,11,0.909,0,6,6,7,1,0,4,32,21.7,0
879,38,2015-01-30,30.031,CLE,SAC,W,33.04,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,19,14.6,13
880,39,2015-01-31,30.032,CLE,MIN,W,39.45,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,36,27.7,25
881,40,2015-02-02,30.034,CLE,PHI,W,35.51,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,18,11.9,19
882,41,2015-02-05,30.037,CLE,LAC,W,27.47,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,23,22.2,28
883,42,2015-02-06,30.038,CLE,IND,L,38.34,10,21,0.476,0,4,0.0,5,8,0.625,0,6,6,5,2,1,7,25,12.9,-3
884,43,2015-02-08,30.04,CLE,LAL,W,30.11,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,22,17.2,15
885,44,2015-02-11,30.043,CLE,MIA,W,31.27,6,16,0.375,0,4,0.0,6,7,0.857,0,9,9,7,1,0,5,18,11.6,19
886,45,2015-02-12,30.044,CLE,CHI,L,34.14,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,31,12.3,-27
887,46,2015-02-20,30.052,CLE,WAS,W,25.07,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,28,20.8,30
888,47,2015-02-22,30.054,CLE,NYK,W,27.55,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,18,12.3,14
889,48,2015-02-24,30.056,CLE,DET,W,39.03,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,19,13.3,27
890,49,2015-02-26,30.058,CLE,GSW,W,36.12,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,42,32.2,9
891,50,2015-03-01,30.061,CLE,HOU,L,42.06,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,37,20.8,-8
892,51,2015-03-03,30.063,CLE,BOS,W,25.35,12,23,0.522,0,1,0.0,3,3,1.0,1,2,3,5,3,1,1,27,23.2,35
893,52,2015-03-04,30.064,CLE,TOR,W,37.27,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,29,27.6,6
894,53,2015-03-06,30.066,CLE,ATL,L,40.09,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,18,10.8,-4
895,54,2015-03-07,30.067,CLE,PHO,W,36.26,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,17,10.2,19
896,55,2015-03-10,30.07,CLE,DAL,W,28.58,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,27,26.6,27
897,56,2015-03-12,30.072,CLE,SAS,W,43.43,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,31,25.5,3
898,57,2015-03-15,30.075,CLE,ORL,W,34.44,9,14,0.643,0,3,0.0,3,4,0.75,1,7,8,13,3,1,1,21,27.8,25
899,58,2015-03-16,30.076,CLE,MIA,L,35.16,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,26,14.1,-17
900,59,2015-03-18,30.078,CLE,BRK,W,34.35,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,16,12.9,13
901,60,2015-03-20,30.08,CLE,IND,W,39.18,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,29,18.2,-7
902,61,2015-03-22,30.082,CLE,MIL,W,39.28,10,17,0.588,1,4,0.25,7,7,1.0,2,8,10,6,5,1,5,28,28.4,4
903,62,2015-03-25,30.085,CLE,MEM,W,31.27,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,20,16.0,31
904,63,2015-03-27,30.087,CLE,BRK,L,38.28,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,24,24.8,-1
905,64,2015-03-29,30.089,CLE,PHI,W,37.53,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,20,9.2,-4
906,65,2015-04-02,30.093,CLE,MIA,W,35.27,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,23,21.6,14
907,66,2015-04-05,30.096,CLE,CHI,W,36.31,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,20,21.4,10
908,67,2015-04-08,30.099,CLE,MIL,W,39.51,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,21,21.3,0
909,68,2015-04-10,30.101,CLE,BOS,L,26.05,5,14,0.357,0,5,0.0,4,9,0.444,0,3,3,7,1,0,3,14,7.6,1
910,69,2015-04-13,30.104,CLE,DET,W,32.14,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,21,24.7,19
911,1,2015-10-27,30.301,CLE,CHI,L,36.04,12,22,0.545,1,5,0.2,0,3,0.0,0,10,10,5,1,0,1,25,18.5,1
912,2,2015-10-28,30.302,CLE,MEM,W,30.48,4,13,0.308,0,3,0.0,4,8,0.5,1,6,7,5,3,0,3,12,8.5,10
913,3,2015-10-30,30.304,CLE,MIA,W,33.56,13,19,0.684,0,2,0.0,3,5,0.6,2,3,5,4,1,0,4,29,21.0,7
914,4,2015-11-02,30.307,CLE,PHI,W,33.2,9,19,0.474,0,3,0.0,4,4,1.0,0,9,9,11,4,2,3,22,23.9,21
915,5,2015-11-04,30.309,CLE,NYK,W,35.04,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,23,15.0,14
916,6,2015-11-06,30.311,CLE,PHI,W,36.2,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,31,29.5,24
917,7,2015-11-08,30.313,CLE,IND,W,35.01,10,23,0.435,0,3,0.0,9,14,0.643,0,6,6,4,0,0,2,29,17.5,1
918,8,2015-11-10,30.315,CLE,UTA,W,37.51,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,31,25.6,4
919,9,2015-11-13,30.318,CLE,NYK,W,39.23,12,21,0.571,0,2,0.0,7,10,0.7,0,3,3,6,2,1,3,31,23.1,17
920,10,2015-11-14,30.319,CLE,MIL,L,45.03,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,37,24.5,-2
921,11,2015-11-17,30.322,CLE,DET,L,39.48,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,30,18.0,-6
922,12,2015-11-19,30.324,CLE,MIL,W,34.59,9,13,0.692,1,1,1.0,8,9,0.889,3,6,9,6,0,0,4,27,24.0,13
923,13,2015-11-21,30.326,CLE,ATL,W,33.2,8,15,0.533,1,2,0.5,2,2,1.0,2,9,11,8,0,2,3,19,19.4,17
924,14,2015-11-23,30.328,CLE,ORL,W,34.58,7,14,0.5,0,2,0.0,1,5,0.2,0,6,6,13,1,0,2,15,16.3,29
925,15,2015-11-25,30.33,CLE,TOR,L,39.46,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,24,20.6,13
926,16,2015-11-27,30.332,CLE,CHO,W,38.13,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,25,17.8,1
927,17,2015-11-28,30.333,CLE,BRK,W,35.43,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,26,20.2,-1
928,18,2015-12-01,30.336,CLE,WAS,L,37.23,8,20,0.4,0,3,0.0,8,8,1.0,4,9,13,4,1,1,9,24,13.0,-12
929,19,2015-12-04,30.339,CLE,NOP,L,44.47,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,37,25.1,-4
930,20,2015-12-08,30.343,CLE,POR,W,40.2,14,24,0.583,1,3,0.333,4,4,1.0,1,9,10,3,2,3,2,33,28.2,7
931,21,2015-12-11,30.346,CLE,ORL,W,29.25,10,15,0.667,0,1,0.0,5,8,0.625,0,3,3,8,4,0,4,25,23.8,36
932,22,2015-12-15,30.35,CLE,BOS,W,35.42,10,20,0.5,0,3,0.0,4,4,1.0,1,6,7,3,2,1,6,24,14.1,17
933,23,2015-12-17,30.352,CLE,OKC,W,39.37,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,33,23.9,5
934,24,2015-12-20,30.355,CLE,PHI,W,25.19,10,17,0.588,0,3,0.0,3,4,0.75,0,5,5,4,3,1,2,23,20.7,33
935,25,2015-12-23,30.358,CLE,NYK,W,37.43,9,22,0.409,0,3,0.0,6,7,0.857,1,8,9,5,0,0,1,24,16.6,7
936,26,2015-12-25,30.36,CLE,GSW,L,38.33,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,25,12.1,-9
937,27,2015-12-26,30.361,CLE,POR,L,26.27,4,13,0.308,0,3,0.0,4,5,0.8,0,4,4,5,0,0,3,12,5.0,-29
938,28,2015-12-28,30.363,CLE,PHO,W,35.23,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,14,12.6,3
939,29,2015-12-29,30.364,CLE,DEN,W,34.23,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,34,23.3,3
940,30,2016-01-02,31.003,CLE,ORL,W,29.13,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,29,25.2,28
941,31,2016-01-04,31.005,CLE,TOR,W,30.41,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,20,20.0,11
942,32,2016-01-06,31.007,CLE,WAS,W,39.42,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,34,26.9,2
943,33,2016-01-08,31.009,CLE,MIN,W,32.14,5,12,0.417,0,4,0.0,3,4,0.75,0,12,12,8,1,2,3,13,14.4,21
944,34,2016-01-10,31.011,CLE,PHI,W,37.0,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,37,34.8,11
945,35,2016-01-12,31.013,CLE,DAL,W,41.43,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,27,24.2,2
946,36,2016-01-14,31.015,CLE,SAS,L,37.2,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,22,14.1,9
947,37,2016-01-15,31.016,CLE,HOU,W,36.23,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,19,16.0,10
948,38,2016-01-18,31.019,CLE,GSW,L,32.53,7,16,0.438,0,3,0.0,2,2,1.0,1,4,5,5,1,1,3,16,11.3,-34
949,39,2016-01-20,31.021,CLE,BRK,W,29.03,7,12,0.583,1,1,1.0,2,4,0.5,0,1,1,5,1,1,4,17,11.7,15
950,40,2016-01-21,31.022,CLE,LAC,W,35.11,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,22,21.6,21
951,41,2016-01-23,31.024,CLE,CHI,L,39.44,11,27,0.407,0,5,0.0,4,7,0.571,3,10,13,9,2,1,1,26,22.2,-2
952,42,2016-01-25,31.026,CLE,MIN,W,38.01,11,15,0.733,1,1,1.0,2,3,0.667,0,4,4,9,1,1,5,25,21.9,1
953,43,2016-01-27,31.028,CLE,PHO,W,31.01,7,8,0.875,0,1,0.0,7,7,1.0,0,3,3,9,0,0,2,21,22.6,16
954,44,2016-01-29,31.03,CLE,DET,W,35.48,7,16,0.438,0,2,0.0,6,7,0.857,1,8,9,8,1,0,1,20,18.7,19
955,45,2016-01-30,31.031,CLE,SAS,W,34.09,10,17,0.588,0,2,0.0,9,11,0.818,1,4,5,7,2,2,2,29,27.7,14
956,46,2016-02-01,31.033,CLE,IND,W,43.35,9,22,0.409,0,5,0.0,6,10,0.6,2,10,12,6,2,1,1,24,20.1,-1
957,47,2016-02-03,31.035,CLE,CHO,L,39.08,10,21,0.476,0,3,0.0,3,5,0.6,0,6,6,6,1,2,1,23,18.5,-9
958,48,2016-02-05,31.037,CLE,BOS,L,38.05,9,23,0.391,0,5,0.0,12,17,0.706,3,4,7,4,2,1,6,30,17.5,-7
959,49,2016-02-06,31.038,CLE,NOP,W,36.42,11,20,0.55,2,5,0.4,3,3,1.0,0,3,3,8,1,0,2,27,22.1,8
960,50,2016-02-08,31.04,CLE,SAC,W,30.54,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,21,21.3,16
961,51,2016-02-10,31.042,CLE,LAL,W,36.4,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,29,27.0,16
962,52,2016-02-18,31.05,CLE,CHI,W,34.37,11,19,0.579,0,2,0.0,3,3,1.0,2,7,9,9,0,1,2,25,23.4,13
963,53,2016-02-21,31.053,CLE,OKC,W,37.3,11,22,0.5,2,5,0.4,1,1,1.0,3,4,7,11,3,0,5,25,21.8,22
964,54,2016-02-22,31.054,CLE,DET,L,37.3,5,18,0.278,0,4,0.0,2,2,1.0,1,7,8,5,3,0,6,12,3.9,-4
965,55,2016-02-24,31.056,CLE,CHO,W,30.19,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,23,22.9,4
966,56,2016-02-26,31.058,CLE,TOR,L,40.29,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,25,16.3,10
967,57,2016-02-29,31.061,CLE,IND,W,36.49,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,33,22.9,12
968,58,2016-03-04,31.065,CLE,WAS,W,30.23,7,18,0.389,1,4,0.25,4,4,1.0,1,12,13,8,3,0,1,19,20.7,15
969,59,2016-03-05,31.066,CLE,BOS,W,36.0,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,28,25.2,4
970,60,2016-03-07,31.068,CLE,MEM,L,37.38,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,28,21.9,-9
971,61,2016-03-09,31.07,CLE,SAC,W,36.33,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,25,18.2,16
972,62,2016-03-10,31.071,CLE,LAL,W,34.5,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,24,18.6,6
973,63,2016-03-13,31.074,CLE,LAC,W,30.43,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,27,23.6,16
974,64,2016-03-14,31.075,CLE,UTA,L,36.53,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,23,18.7,6
975,65,2016-03-18,31.079,CLE,ORL,W,35.44,6,15,0.4,0,3,0.0,6,6,1.0,1,6,7,8,1,1,4,18,14.5,-5
976,66,2016-03-19,31.08,CLE,MIA,L,26.38,13,20,0.65,0,3,0.0,0,0,,0,3,3,3,1,0,3,26,17.8,-23
977,67,2016-03-21,31.082,CLE,DEN,W,33.26,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,33,31.7,38
978,68,2016-03-23,31.084,CLE,MIL,W,36.55,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,26,23.1,12
979,69,2016-03-24,31.085,CLE,BRK,L,35.04,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,30,25.5,-8
980,70,2016-03-26,31.087,CLE,NYK,W,35.46,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,27,26.9,20
981,71,2016-03-31,31.092,CLE,BRK,W,30.4,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,24,24.3,28
982,72,2016-04-01,31.093,CLE,ATL,W,44.25,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,29,26.6,6
983,73,2016-04-03,31.095,CLE,CHO,W,40.5,14,22,0.636,0,0,,3,3,1.0,3,5,8,12,2,0,5,31,28.6,10
984,74,2016-04-05,31.097,CLE,MIL,W,28.04,7,9,0.778,1,2,0.5,2,2,1.0,0,5,5,9,0,1,4,17,18.0,22
985,75,2016-04-09,31.101,CLE,CHI,L,38.33,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,33,27.6,7
986,76,2016-04-11,31.103,CLE,ATL,W,32.25,13,16,0.813,3,4,0.75,5,5,1.0,1,5,6,6,2,1,4,34,32.3,13
987,1,2016-10-25,31.3,CLE,NYK,W,32.23,9,14,0.643,0,3,0.0,1,2,0.5,3,8,11,14,0,1,4,19,22.2,27
988,2,2016-10-28,31.303,CLE,TOR,W,38.4,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,21,14.1,0
989,3,2016-10-29,31.304,CLE,ORL,W,39.0,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,23,20.4,1
990,4,2016-11-01,31.307,CLE,HOU,W,35.51,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,19,16.5,15
991,5,2016-11-03,31.309,CLE,BOS,W,36.22,12,22,0.545,1,4,0.25,5,5,1.0,1,6,7,12,1,0,2,30,28.5,18
992,6,2016-11-05,31.311,CLE,PHI,W,35.52,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,25,22.0,11
993,7,2016-11-08,31.314,CLE,ATL,L,36.52,8,17,0.471,2,5,0.4,5,5,1.0,2,7,9,5,3,0,1,23,22.1,7
994,8,2016-11-11,31.317,CLE,WAS,W,38.06,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,27,20.3,7
995,9,2016-11-13,31.319,CLE,CHO,W,38.42,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,19,13.8,12
996,10,2016-11-15,31.321,CLE,TOR,W,38.04,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,28,28.3,1
997,11,2016-11-18,31.324,CLE,DET,W,28.03,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,21,15.7,21
998,12,2016-11-23,31.329,CLE,POR,W,37.3,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,31,32.8,17
999,13,2016-11-25,31.331,CLE,DAL,W,29.03,6,13,0.462,2,5,0.4,5,5,1.0,0,5,5,11,1,0,4,19,18.1,33
1000,14,2016-11-27,31.333,CLE,PHI,W,41.3,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,26,24.4,2
1001,15,2016-11-29,31.335,CLE,MIL,L,32.53,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,22,8.2,-12
1002,16,2016-12-01,31.337,CLE,LAC,L,33.37,5,14,0.357,0,2,0.0,6,11,0.545,1,4,5,5,2,0,5,16,7.8,-20
1003,17,2016-12-02,31.338,CLE,CHI,L,44.4,13,22,0.591,1,3,0.333,0,0,,0,5,5,13,0,0,8,27,18.6,-3
1004,18,2016-12-05,31.341,CLE,TOR,W,42.01,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,34,28.9,9
1005,19,2016-12-07,31.343,CLE,NYK,W,32.27,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,25,24.3,32
1006,20,2016-12-09,31.345,CLE,MIA,W,37.19,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,27,23.6,21
1007,21,2016-12-10,31.346,CLE,CHO,W,42.27,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,44,40.0,-2
1008,22,2016-12-13,31.349,CLE,MEM,W,36.29,9,17,0.529,0,4,0.0,5,8,0.625,1,5,6,8,3,0,6,23,17.9,8
1009,23,2016-12-17,31.353,CLE,LAL,W,38.55,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,26,24.8,17
1010,24,2016-12-20,31.356,CLE,MIL,W,47.29,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,34,29.5,8
1011,25,2016-12-21,31.357,CLE,MIL,W,34.25,12,24,0.5,4,7,0.571,1,1,1.0,1,8,9,6,0,0,2,29,22.3,26
1012,26,2016-12-23,31.359,CLE,BRK,W,27.16,7,16,0.438,0,3,0.0,5,6,0.833,1,3,4,6,3,0,1,19,18.0,33
1013,27,2016-12-25,31.361,CLE,GSW,W,40.11,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,31,24.4,4
1014,28,2016-12-29,31.365,CLE,BOS,W,43.44,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,23,17.6,1
1015,29,2016-12-31,32.001,CLE,CHO,W,35.47,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,32,27.0,17
1016,30,2017-01-02,32.003,CLE,NOP,W,38.55,9,21,0.429,0,4,0.0,8,10,0.8,2,5,7,6,2,1,4,26,19.5,-4
1017,31,2017-01-04,32.005,CLE,CHI,L,36.53,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,31,23.2,-13
1018,32,2017-01-06,32.007,CLE,BRK,W,35.17,14,20,0.7,0,1,0.0,8,10,0.8,0,9,9,6,3,0,5,36,30.9,20
1019,33,2017-01-08,32.009,CLE,PHO,W,39.31,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,28,18.9,-2
1020,34,2017-01-10,32.011,CLE,UTA,L,36.55,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,29,24.3,-8
1021,35,2017-01-11,32.012,CLE,POR,L,30.31,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,20,16.0,-7
1022,36,2017-01-13,32.014,CLE,SAC,W,41.41,6,12,0.5,1,4,0.25,3,3,1.0,0,2,2,15,1,1,5,16,17.0,16
1023,37,2017-01-16,32.017,CLE,GSW,L,35.0,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,20,7.8,-32
1024,38,2017-01-19,32.02,CLE,PHO,W,39.08,8,12,0.667,0,2,0.0,5,8,0.625,0,9,9,15,1,2,4,21,25.4,14
1025,39,2017-01-21,32.022,CLE,SAS,L,45.2,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,29,21.1,-16
1026,40,2017-01-23,32.024,CLE,NOP,L,43.43,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,26,22.7,-10
1027,41,2017-01-25,32.026,CLE,SAC,L,44.49,8,15,0.533,0,3,0.0,8,11,0.727,4,9,13,11,2,1,5,24,25.2,-1
1028,42,2017-01-27,32.028,CLE,BRK,W,34.14,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,31,26.2,22
1029,43,2017-01-29,32.03,CLE,OKC,W,36.5,9,18,0.5,0,2,0.0,7,10,0.7,1,13,14,8,1,0,2,25,23.6,11
1030,44,2017-01-30,32.031,CLE,DAL,L,37.17,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,23,17.7,-8
1031,45,2017-02-01,32.033,CLE,MIN,W,34.28,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,27,31.5,16
1032,46,2017-02-04,32.036,CLE,NYK,W,39.35,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,32,25.5,11
1033,47,2017-02-06,32.038,CLE,WAS,W,42.04,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,32,32.0,0
1034,48,2017-02-08,32.04,CLE,IND,W,38.16,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,25,22.0,8
1035,49,2017-02-09,32.041,CLE,OKC,L,40.53,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,18,13.9,-4
1036,50,2017-02-11,32.043,CLE,DEN,W,33.09,11,16,0.688,1,1,1.0,4,4,1.0,0,5,5,12,2,0,6,27,25.7,26
1037,51,2017-02-14,32.046,CLE,MIN,W,39.3,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,25,23.4,10
1038,52,2017-02-15,32.047,CLE,IND,W,32.35,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,31,24.0,9
1039,53,2017-02-23,32.055,CLE,NYK,W,37.06,7,11,0.636,0,2,0.0,4,6,0.667,0,13,13,15,0,3,6,18,22.4,10
1040,54,2017-02-27,32.059,CLE,MIL,W,37.11,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,24,21.8,8
1041,55,2017-03-01,32.061,CLE,BOS,L,40.02,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,28,25.5,-3
1042,56,2017-03-03,32.063,CLE,ATL,W,39.1,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,38,29.4,5
1043,57,2017-03-06,32.066,CLE,MIA,L,38.41,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,30,25.8,14
